orderdate,orderNumber,productName,productLine,customerName,customer_country,office_country,buyPrice,priceEach,quantityOrdered,sales_value,cost_of_sales
2004-03-02,10227,"1917 Grand Touring Sedan","Vintage Cars","Saveley & Henriot, Co.",France,France,86.70,136.00,26,3536.00,2254.20
2004-03-02,10227,"1911 Ford Town Car","Vintage Cars","Saveley & Henriot, Co.",France,France,33.30,59.93,28,1678.04,932.40
2004-03-02,10227,"1932 Model A Ford J-Coupe","Vintage Cars","Saveley & Henriot, Co.",France,France,58.48,118.23,46,5438.58,2690.08
2004-03-02,10227,"1928 Mercedes-Benz SSK","Vintage Cars","Saveley & Henriot, Co.",France,France,72.56,146.81,29,4257.49,2104.24
2004-03-02,10227,"1917 Maxwell Touring Car","Vintage Cars","Saveley & Henriot, Co.",France,France,57.54,99.21,33,3273.93,1898.82
2004-03-02,10227,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","Saveley & Henriot, Co.",France,France,43.26,87.43,34,2972.62,1470.84
2004-03-02,10227,"1957 Ford Thunderbird","Classic Cars","Saveley & Henriot, Co.",France,France,34.21,70.56,37,2610.72,1265.77
2004-03-02,10227,"1939 Chevrolet Deluxe Coupe","Vintage Cars","Saveley & Henriot, Co.",France,France,22.57,27.22,42,1143.24,947.94
2004-03-02,10227,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars","Saveley & Henriot, Co.",France,France,20.61,39.42,24,946.08,494.64
2004-03-02,10227,"1949 Jaguar XK 120","Classic Cars","Saveley & Henriot, Co.",France,France,47.25,84.51,47,3971.97,2220.75
2004-03-02,10227,"1952 Citroen-15CV","Classic Cars","Saveley & Henriot, Co.",France,France,72.82,102.17,33,3371.61,2403.06
2004-03-02,10227,"1969 Chevrolet Camaro Z28","Classic Cars","Saveley & Henriot, Co.",France,France,50.51,78.76,40,3150.40,2020.40
2004-03-02,10227,"1936 Mercedes Benz 500k Roadster","Vintage Cars","Saveley & Henriot, Co.",France,France,21.75,34.88,27,941.76,587.25
2003-04-16,10117,"2001 Ferrari Enzo","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,95.59,195.33,33,6445.89,3154.47
2003-04-16,10117,"1969 Corvair Monza","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,89.14,148.06,43,6366.58,3833.02
2003-04-16,10117,"1969 Ford Falcon","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,83.05,173.02,39,6747.78,3238.95
2003-04-16,10117,"1903 Ford Model A","Vintage Cars","Dragon Souveniers, Ltd.",Singapore,Japan,68.30,121.57,26,3160.82,1775.80
2003-04-16,10117,"Collectable Wooden Train",Trains,"Dragon Souveniers, Ltd.",Singapore,Japan,67.56,81.68,21,1715.28,1418.76
2003-04-16,10117,"1970 Triumph Spitfire","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,91.92,122.08,22,2685.76,2022.24
2003-04-16,10117,"1904 Buick Runabout","Vintage Cars","Dragon Souveniers, Ltd.",Singapore,Japan,52.66,73.73,23,1695.79,1211.18
2003-04-16,10117,"18th century schooner",Ships,"Dragon Souveniers, Ltd.",Singapore,Japan,82.34,119.20,41,4887.20,3375.94
2003-04-16,10117,"1962 City of Detroit Streetcar",Trains,"Dragon Souveniers, Ltd.",Singapore,Japan,37.49,55.65,21,1168.65,787.29
2003-04-16,10117,"The Mayflower",Ships,"Dragon Souveniers, Ltd.",Singapore,Japan,43.30,75.35,38,2863.30,1645.40
2003-04-16,10117,"The Queen Mary",Ships,"Dragon Souveniers, Ltd.",Singapore,Japan,53.63,89.38,45,4022.10,2413.35
2003-04-16,10117,"Pont Yacht",Ships,"Dragon Souveniers, Ltd.",Singapore,Japan,33.30,52.42,50,2621.00,1665.00
2003-09-19,10150,"1952 Alpine Renault 1300","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,98.58,182.16,45,8197.20,4436.10
2003-09-19,10150,"1962 LanciaA Delta 16V","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,103.42,121.15,20,2423.00,2068.40
2003-09-19,10150,"1958 Setra Bus","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,77.90,135.30,30,4059.00,2337.00
2003-09-19,10150,"1940 Ford Pickup Truck","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,58.33,95.67,34,3252.78,1983.22
2003-09-19,10150,"1913 Ford Model T Speedster","Vintage Cars","Dragon Souveniers, Ltd.",Singapore,Japan,60.78,93.21,47,4380.87,2856.66
2003-09-19,10150,"1934 Ford V8 Coupe","Vintage Cars","Dragon Souveniers, Ltd.",Singapore,Japan,34.35,56.21,30,1686.30,1030.50
2003-09-19,10150,"18th Century Vintage Horse Carriage","Vintage Cars","Dragon Souveniers, Ltd.",Singapore,Japan,60.74,97.39,26,2532.14,1579.24
2003-09-19,10150,"1940s Ford truck","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,84.76,111.39,49,5458.11,4153.24
2003-09-19,10150,"1939 Cadillac Limousine","Vintage Cars","Dragon Souveniers, Ltd.",Singapore,Japan,23.14,47.29,30,1418.70,694.20
2003-09-19,10150,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,33.61,62.05,49,3040.45,1646.89
2003-09-19,10150,"1982 Camaro Z28","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,46.53,95.08,20,1901.60,930.60
2003-10-22,10165,"2001 Ferrari Enzo","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,95.59,168.32,44,7406.08,4205.96
2003-10-22,10165,"1969 Corvair Monza","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,89.14,123.89,34,4212.26,3030.76
2003-10-22,10165,"1969 Ford Falcon","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,83.05,152.26,27,4111.02,2242.35
2003-10-22,10165,"1957 Chevy Pickup","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,55.70,109.02,48,5232.96,2673.60
2003-10-22,10165,"1998 Chrysler Plymouth Prowler","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,101.51,134.26,29,3893.54,2943.79
2003-10-22,10165,"1964 Mercedes Tour Bus","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,74.86,120.28,46,5532.88,3443.56
2003-10-22,10165,"1926 Ford Fire Engine","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,24.92,60.77,31,1883.87,772.52
2003-10-22,10165,"1992 Ferrari 360 Spider red","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,77.90,154.10,47,7242.70,3661.30
2003-10-22,10165,"Collectable Wooden Train",Trains,"Dragon Souveniers, Ltd.",Singapore,Japan,67.56,84.71,50,4235.50,3378.00
2003-10-22,10165,"1970 Triumph Spitfire","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,91.92,123.51,28,3458.28,2573.76
2003-10-22,10165,"1970 Dodge Coronet","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,32.37,46.82,25,1170.50,809.25
2003-10-22,10165,"1962 Volkswagen Microbus","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,61.34,117.57,32,3762.24,1962.88
2003-10-22,10165,"1958 Chevy Corvette Limited Edition","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,15.91,31.12,27,840.24,429.57
2003-10-22,10165,"1992 Porsche Cayenne Turbo Silver","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,69.78,106.45,24,2554.80,1674.72
2003-10-22,10165,"1954 Greyhound Scenicruiser","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,25.98,50.86,48,2441.28,1247.04
2003-10-22,10165,"1950's Chicago Surface Lines Streetcar",Trains,"Dragon Souveniers, Ltd.",Singapore,Japan,26.72,55.30,44,2433.20,1175.68
2003-10-22,10165,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses","Dragon Souveniers, Ltd.",Singapore,Japan,68.29,106.49,48,5111.52,3277.92
2003-10-22,10165,"1962 City of Detroit Streetcar",Trains,"Dragon Souveniers, Ltd.",Singapore,Japan,37.49,49.21,38,1869.98,1424.62
2004-08-04,10277,"1969 Dodge Charger","Classic Cars","Dragon Souveniers, Ltd.",Singapore,Japan,58.73,93.28,28,2611.84,1644.44
2005-03-02,10387,"1997 BMW F650 ST",Motorcycles,"Dragon Souveniers, Ltd.",Singapore,Japan,66.92,79.91,44,3516.04,2944.48
2003-06-03,10127,"2001 Ferrari Enzo","Classic Cars","Muscle Machine Inc",USA,USA,95.59,193.25,46,8889.50,4397.14
2003-06-03,10127,"1969 Corvair Monza","Classic Cars","Muscle Machine Inc",USA,USA,89.14,140.50,46,6463.00,4100.44
2003-06-03,10127,"1969 Ford Falcon","Classic Cars","Muscle Machine Inc",USA,USA,83.05,169.56,42,7121.52,3488.10
2003-06-03,10127,"1957 Chevy Pickup","Trucks and Buses","Muscle Machine Inc",USA,USA,55.70,100.73,24,2417.52,1336.80
2003-06-03,10127,"1998 Chrysler Plymouth Prowler","Classic Cars","Muscle Machine Inc",USA,USA,101.51,140.81,45,6336.45,4567.95
2003-06-03,10127,"1964 Mercedes Tour Bus","Trucks and Buses","Muscle Machine Inc",USA,USA,74.86,114.14,45,5136.30,3368.70
2003-06-03,10127,"1992 Ferrari 360 Spider red","Classic Cars","Muscle Machine Inc",USA,USA,77.90,149.02,22,3278.44,1713.80
2003-06-03,10127,"1970 Triumph Spitfire","Classic Cars","Muscle Machine Inc",USA,USA,91.92,126.39,25,3159.75,2298.00
2003-06-03,10127,"1970 Dodge Coronet","Classic Cars","Muscle Machine Inc",USA,USA,32.37,50.86,20,1017.20,647.40
2003-06-03,10127,"1958 Chevy Corvette Limited Edition","Classic Cars","Muscle Machine Inc",USA,USA,15.91,34.30,39,1337.70,620.49
2003-06-03,10127,"1992 Porsche Cayenne Turbo Silver","Classic Cars","Muscle Machine Inc",USA,USA,69.78,107.63,20,2152.60,1395.60
2003-06-03,10127,"1954 Greyhound Scenicruiser","Trucks and Buses","Muscle Machine Inc",USA,USA,25.98,46.53,45,2093.85,1169.10
2003-06-03,10127,"1950's Chicago Surface Lines Streetcar",Trains,"Muscle Machine Inc",USA,USA,26.72,60.90,29,1766.10,774.88
2003-06-03,10127,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses","Muscle Machine Inc",USA,USA,68.29,111.12,46,5111.52,3141.34
2003-06-03,10127,"1962 City of Detroit Streetcar",Trains,"Muscle Machine Inc",USA,USA,37.49,55.65,46,2559.90,1724.54
2003-12-02,10204,"1993 Mazda RX-7","Classic Cars","Muscle Machine Inc",USA,USA,83.51,114.65,42,4815.30,3507.42
2003-12-02,10204,"1965 Aston Martin DB5","Classic Cars","Muscle Machine Inc",USA,USA,65.96,113.24,40,4529.60,2638.40
2003-12-02,10204,"1917 Grand Touring Sedan","Vintage Cars","Muscle Machine Inc",USA,USA,86.70,153.00,33,5049.00,2861.10
2003-12-02,10204,"1995 Honda Civic","Classic Cars","Muscle Machine Inc",USA,USA,93.89,133.72,38,5081.36,3567.82
2003-12-02,10204,"1911 Ford Town Car","Vintage Cars","Muscle Machine Inc",USA,USA,33.30,59.33,23,1364.59,765.90
2003-12-02,10204,"1932 Model A Ford J-Coupe","Vintage Cars","Muscle Machine Inc",USA,USA,58.48,119.50,26,3107.00,1520.48
2003-12-02,10204,"1999 Indy 500 Monte Carlo SS","Classic Cars","Muscle Machine Inc",USA,USA,56.76,106.92,27,2886.84,1532.52
2003-12-02,10204,"1948 Porsche Type 356 Roadster","Classic Cars","Muscle Machine Inc",USA,USA,62.16,132.80,35,4648.00,2175.60
2003-12-02,10204,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","Muscle Machine Inc",USA,USA,43.26,83.75,29,2428.75,1254.54
2003-12-02,10204,"1957 Ford Thunderbird","Classic Cars","Muscle Machine Inc",USA,USA,34.21,69.84,45,3142.80,1539.45
2003-12-02,10204,"1970 Chevy Chevelle SS 454","Classic Cars","Muscle Machine Inc",USA,USA,49.24,69.82,20,1396.40,984.80
2003-12-02,10204,"1966 Shelby Cobra 427 S/C","Classic Cars","Muscle Machine Inc",USA,USA,29.18,46.79,45,2105.55,1313.10
2003-12-02,10204,"1949 Jaguar XK 120","Classic Cars","Muscle Machine Inc",USA,USA,47.25,79.06,47,3715.82,2220.75
2003-12-02,10204,"1952 Citroen-15CV","Classic Cars","Muscle Machine Inc",USA,USA,72.82,112.74,42,4735.08,3058.44
2003-12-02,10204,"1969 Chevrolet Camaro Z28","Classic Cars","Muscle Machine Inc",USA,USA,50.51,84.75,40,3390.00,2020.40
2003-12-02,10204,"2002 Chevy Corvette","Classic Cars","Muscle Machine Inc",USA,USA,62.11,104.94,48,5037.12,2981.28
2003-12-02,10204,"1936 Mercedes Benz 500k Roadster","Vintage Cars","Muscle Machine Inc",USA,USA,21.75,34.88,39,1360.32,848.25
2004-07-07,10267,"1957 Ford Thunderbird","Classic Cars","Muscle Machine Inc",USA,USA,34.21,71.27,36,2565.72,1231.56
2004-07-07,10267,"1970 Chevy Chevelle SS 454","Classic Cars","Muscle Machine Inc",USA,USA,49.24,72.02,40,2880.80,1969.60
2004-07-07,10267,"1949 Jaguar XK 120","Classic Cars","Muscle Machine Inc",USA,USA,47.25,76.33,38,2900.54,1795.50
2004-07-07,10267,"1952 Citroen-15CV","Classic Cars","Muscle Machine Inc",USA,USA,72.82,93.95,43,4039.85,3131.26
2004-07-07,10267,"1969 Chevrolet Camaro Z28","Classic Cars","Muscle Machine Inc",USA,USA,50.51,83.90,44,3691.60,2222.44
2004-07-07,10267,"2002 Chevy Corvette","Classic Cars","Muscle Machine Inc",USA,USA,62.11,98.51,43,4235.93,2670.73
2004-12-01,10349,"1969 Ford Falcon","Classic Cars","Muscle Machine Inc",USA,USA,83.05,166.10,26,4318.60,2159.30
2004-12-01,10349,"1957 Chevy Pickup","Trucks and Buses","Muscle Machine Inc",USA,USA,55.70,114.95,48,5517.60,2673.60
2004-12-01,10349,"1998 Chrysler Plymouth Prowler","Classic Cars","Muscle Machine Inc",USA,USA,101.51,142.45,38,5413.10,3857.38
2004-12-01,10349,"1964 Mercedes Tour Bus","Trucks and Buses","Muscle Machine Inc",USA,USA,74.86,117.82,38,4477.16,2844.68
2004-12-01,10349,"1992 Ferrari 360 Spider red","Classic Cars","Muscle Machine Inc",USA,USA,77.90,164.26,48,7884.48,3739.20
2004-12-01,10349,"1970 Triumph Spitfire","Classic Cars","Muscle Machine Inc",USA,USA,91.92,140.75,34,4785.50,3125.28
2004-12-01,10349,"1970 Dodge Coronet","Classic Cars","Muscle Machine Inc",USA,USA,32.37,50.29,48,2413.92,1553.76
2004-12-01,10349,"1958 Chevy Corvette Limited Edition","Classic Cars","Muscle Machine Inc",USA,USA,15.91,31.47,36,1132.92,572.76
2004-12-01,10349,"1992 Porsche Cayenne Turbo Silver","Classic Cars","Muscle Machine Inc",USA,USA,69.78,111.18,23,2557.14,1604.94
2004-12-01,10349,"1954 Greyhound Scenicruiser","Trucks and Buses","Muscle Machine Inc",USA,USA,25.98,44.37,33,1464.21,857.34
2004-07-20,10272,"2001 Ferrari Enzo","Classic Cars","Diecast Classics Inc.",USA,USA,95.59,187.02,35,6545.70,3345.65
2004-07-20,10272,"1969 Corvair Monza","Classic Cars","Diecast Classics Inc.",USA,USA,89.14,123.89,27,3345.03,2406.78
2004-07-20,10272,"1969 Ford Falcon","Classic Cars","Diecast Classics Inc.",USA,USA,83.05,148.80,39,5803.20,3238.95
2004-07-20,10272,"1970 Triumph Spitfire","Classic Cars","Diecast Classics Inc.",USA,USA,91.92,126.39,25,3159.75,2298.00
2004-07-20,10272,"1950's Chicago Surface Lines Streetcar",Trains,"Diecast Classics Inc.",USA,USA,26.72,56.55,45,2544.75,1202.40
2004-07-20,10272,"1962 City of Detroit Streetcar",Trains,"Diecast Classics Inc.",USA,USA,37.49,53.89,43,2317.27,1612.07
2004-08-19,10281,"1962 LanciaA Delta 16V","Classic Cars","Diecast Classics Inc.",USA,USA,103.42,132.97,44,5850.68,4550.48
2004-08-19,10281,"1958 Setra Bus","Trucks and Buses","Diecast Classics Inc.",USA,USA,77.90,127.10,25,3177.50,1947.50
2004-08-19,10281,"1957 Chevy Pickup","Trucks and Buses","Diecast Classics Inc.",USA,USA,55.70,98.36,41,4032.76,2283.70
2004-08-19,10281,"1964 Mercedes Tour Bus","Trucks and Buses","Diecast Classics Inc.",USA,USA,74.86,114.14,48,5478.72,3593.28
2004-08-19,10281,"1926 Ford Fire Engine","Trucks and Buses","Diecast Classics Inc.",USA,USA,24.92,56.52,29,1639.08,722.68
2004-08-19,10281,"1992 Ferrari 360 Spider red","Classic Cars","Diecast Classics Inc.",USA,USA,77.90,135.47,25,3386.75,1947.50
2004-08-19,10281,"1940s Ford truck","Trucks and Buses","Diecast Classics Inc.",USA,USA,84.76,96.86,25,2421.50,2119.00
2004-08-19,10281,"1939 Cadillac Limousine","Vintage Cars","Diecast Classics Inc.",USA,USA,23.14,42.76,44,1881.44,1018.16
2004-08-19,10281,"1962 Volkswagen Microbus","Trucks and Buses","Diecast Classics Inc.",USA,USA,61.34,112.46,25,2811.50,1533.50
2004-08-19,10281,"1958 Chevy Corvette Limited Edition","Classic Cars","Diecast Classics Inc.",USA,USA,15.91,33.95,20,679.00,318.20
2004-08-19,10281,"1980 s GM Manhattan Express","Trucks and Buses","Diecast Classics Inc.",USA,USA,53.93,80.90,29,2346.10,1563.97
2004-08-19,10281,"1954 Greyhound Scenicruiser","Trucks and Buses","Diecast Classics Inc.",USA,USA,25.98,44.91,31,1392.21,805.38
2004-08-19,10281,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","Diecast Classics Inc.",USA,USA,33.61,59.47,36,2140.92,1209.96
2004-08-19,10281,"1982 Camaro Z28","Classic Cars","Diecast Classics Inc.",USA,USA,46.53,89.01,27,2403.27,1256.31
2004-11-02,10318,"1969 Harley Davidson Ultimate Chopper",Motorcycles,"Diecast Classics Inc.",USA,USA,48.81,84.22,46,3874.12,2245.26
2004-11-02,10318,"1996 Moto Guzzi 1100i",Motorcycles,"Diecast Classics Inc.",USA,USA,68.99,102.29,45,4603.05,3104.55
2004-11-02,10318,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,"Diecast Classics Inc.",USA,USA,91.02,189.79,37,7022.23,3367.74
2004-11-02,10318,"P-51-D Mustang",Planes,"Diecast Classics Inc.",USA,USA,49.00,81.95,31,2540.45,1519.00
2004-11-02,10318,"1936 Harley Davidson El Knucklehead",Motorcycles,"Diecast Classics Inc.",USA,USA,24.23,49.67,42,2086.14,1017.66
2004-11-02,10318,"1997 BMW R 1100 S",Motorcycles,"Diecast Classics Inc.",USA,USA,60.86,93.54,48,4489.92,2921.28
2004-11-02,10318,"1960 BSA Gold Star DBD34",Motorcycles,"Diecast Classics Inc.",USA,USA,37.32,60.94,26,1584.44,970.32
2004-11-02,10318,"1997 BMW F650 ST",Motorcycles,"Diecast Classics Inc.",USA,USA,66.92,81.91,47,3849.77,3145.24
2004-11-02,10318,"ATA: B757-300",Planes,"Diecast Classics Inc.",USA,USA,59.33,102.04,50,5102.00,2966.50
2005-05-30,10422,"1937 Lincoln Berline","Vintage Cars","Diecast Classics Inc.",USA,USA,60.62,91.44,51,4663.44,3091.62
2005-05-30,10422,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","Diecast Classics Inc.",USA,USA,24.26,47.44,25,1186.00,606.50
2003-07-24,10140,"1952 Alpine Renault 1300","Classic Cars","Technics Stores Inc.",USA,USA,98.58,186.44,37,6898.28,3647.46
2003-07-24,10140,"1962 LanciaA Delta 16V","Classic Cars","Technics Stores Inc.",USA,USA,103.42,131.49,26,3418.74,2688.92
2003-07-24,10140,"1958 Setra Bus","Trucks and Buses","Technics Stores Inc.",USA,USA,77.90,118.90,38,4518.20,2960.20
2003-07-24,10140,"1940 Ford Pickup Truck","Trucks and Buses","Technics Stores Inc.",USA,USA,58.33,95.67,32,3061.44,1866.56
2003-07-24,10140,"1926 Ford Fire Engine","Trucks and Buses","Technics Stores Inc.",USA,USA,24.92,51.05,46,2348.30,1146.32
2003-07-24,10140,"1940s Ford truck","Trucks and Buses","Technics Stores Inc.",USA,USA,84.76,100.50,40,4020.00,3390.40
2003-07-24,10140,"1939 Cadillac Limousine","Vintage Cars","Technics Stores Inc.",USA,USA,23.14,40.25,29,1167.25,671.06
2003-07-24,10140,"1962 Volkswagen Microbus","Trucks and Buses","Technics Stores Inc.",USA,USA,61.34,118.84,47,5585.48,2882.98
2003-07-24,10140,"1980 s GM Manhattan Express","Trucks and Buses","Technics Stores Inc.",USA,USA,53.93,87.64,26,2278.64,1402.18
2003-07-24,10140,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","Technics Stores Inc.",USA,USA,33.61,62.05,28,1737.40,941.08
2003-07-24,10140,"1982 Camaro Z28","Classic Cars","Technics Stores Inc.",USA,USA,46.53,101.15,36,3641.40,1675.08
2003-10-28,10168,"1969 Harley Davidson Ultimate Chopper",Motorcycles,"Technics Stores Inc.",USA,USA,48.81,94.74,36,3410.64,1757.16
2003-10-28,10168,"1996 Moto Guzzi 1100i",Motorcycles,"Technics Stores Inc.",USA,USA,68.99,97.53,27,2633.31,1862.73
2003-10-28,10168,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,"Technics Stores Inc.",USA,USA,91.02,160.74,20,3214.80,1820.40
2003-10-28,10168,"P-51-D Mustang",Planes,"Technics Stores Inc.",USA,USA,49.00,75.19,21,1578.99,1029.00
2003-10-28,10168,"1936 Harley Davidson El Knucklehead",Motorcycles,"Technics Stores Inc.",USA,USA,24.23,49.06,46,2256.76,1114.58
2003-10-28,10168,"1997 BMW R 1100 S",Motorcycles,"Technics Stores Inc.",USA,USA,60.86,103.68,50,5184.00,3043.00
2003-10-28,10168,"1928 British Royal Navy Airplane",Planes,"Technics Stores Inc.",USA,USA,66.74,93.01,49,4557.49,3270.26
2003-10-28,10168,"1960 BSA Gold Star DBD34",Motorcycles,"Technics Stores Inc.",USA,USA,37.32,72.36,29,2098.44,1082.28
2003-10-28,10168,"Corsair F4U ( Bird Cage)",Planes,"Technics Stores Inc.",USA,USA,29.34,57.32,27,1547.64,792.18
2003-10-28,10168,"1900s Vintage Tri-Plane",Planes,"Technics Stores Inc.",USA,USA,36.23,68.10,48,3268.80,1739.04
2003-10-28,10168,"1997 BMW F650 ST",Motorcycles,"Technics Stores Inc.",USA,USA,66.92,89.90,28,2517.20,1873.76
2003-10-28,10168,"1928 Ford Phaeton Deluxe","Vintage Cars","Technics Stores Inc.",USA,USA,33.02,57.78,31,1791.18,1023.62
2003-10-28,10168,"1930 Buick Marquette Phaeton","Vintage Cars","Technics Stores Inc.",USA,USA,27.06,39.71,48,1906.08,1298.88
2003-10-28,10168,"American Airlines: B767-300",Planes,"Technics Stores Inc.",USA,USA,51.15,91.34,28,2557.52,1432.20
2003-10-28,10168,"America West Airlines B757-200",Planes,"Technics Stores Inc.",USA,USA,68.80,87.75,31,2720.25,2132.80
2003-10-28,10168,"ATA: B757-300",Planes,"Technics Stores Inc.",USA,USA,59.33,94.92,36,3417.12,2135.88
2003-10-28,10168,"F/A 18 Hornet 1/72",Planes,"Technics Stores Inc.",USA,USA,54.40,72.00,48,3456.00,2611.20
2003-10-28,10168,"American Airlines: MD-11S",Planes,"Technics Stores Inc.",USA,USA,36.27,67.37,39,2627.43,1414.53
2004-11-02,10317,"1900s Vintage Tri-Plane",Planes,"Technics Stores Inc.",USA,USA,36.23,69.55,35,2434.25,1268.05
2005-01-05,10362,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,"Technics Stores Inc.",USA,USA,91.02,182.04,22,4004.88,2002.44
2005-01-05,10362,"2002 Suzuki XREO",Motorcycles,"Technics Stores Inc.",USA,USA,66.27,131.04,22,2882.88,1457.94
2005-01-05,10362,"1936 Harley Davidson El Knucklehead",Motorcycles,"Technics Stores Inc.",USA,USA,24.23,53.91,23,1239.93,557.29
2005-01-05,10362,"1997 BMW R 1100 S",Motorcycles,"Technics Stores Inc.",USA,USA,60.86,91.29,50,4564.50,3043.00
2004-02-04,10217,"1962 LanciaA Delta 16V","Classic Cars","Handji Gifts& Co",Singapore,Australia,103.42,132.97,48,6382.56,4964.16
2004-02-04,10217,"1926 Ford Fire Engine","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,24.92,58.34,35,2041.90,872.20
2004-02-04,10217,"1940s Ford truck","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,84.76,118.66,38,4509.08,3220.88
2004-02-04,10217,"1962 Volkswagen Microbus","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,61.34,103.51,28,2898.28,1717.52
2004-02-04,10217,"1980 s GM Manhattan Express","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,53.93,78.97,21,1658.37,1132.53
2004-02-04,10217,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,33.61,56.24,39,2193.36,1310.79
2004-02-04,10217,"1982 Camaro Z28","Classic Cars","Handji Gifts& Co",Singapore,Australia,46.53,90.02,31,2790.62,1442.43
2004-06-15,10259,"1962 LanciaA Delta 16V","Classic Cars","Handji Gifts& Co",Singapore,Australia,103.42,121.15,26,3149.90,2688.92
2004-06-15,10259,"1957 Chevy Pickup","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,55.70,117.32,46,5396.72,2562.20
2004-06-15,10259,"1998 Chrysler Plymouth Prowler","Classic Cars","Handji Gifts& Co",Singapore,Australia,101.51,134.26,30,4027.80,3045.30
2004-06-15,10259,"1964 Mercedes Tour Bus","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,74.86,120.28,34,4089.52,2545.24
2004-06-15,10259,"1926 Ford Fire Engine","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,24.92,59.55,30,1786.50,747.60
2004-06-15,10259,"1992 Ferrari 360 Spider red","Classic Cars","Handji Gifts& Co",Singapore,Australia,77.90,152.41,27,4115.07,2103.30
2004-06-15,10259,"1940s Ford truck","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,84.76,107.76,41,4418.16,3475.16
2004-06-15,10259,"1970 Dodge Coronet","Classic Cars","Handji Gifts& Co",Singapore,Australia,32.37,46.82,28,1310.96,906.36
2004-06-15,10259,"1962 Volkswagen Microbus","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,61.34,121.40,47,5705.80,2882.98
2004-06-15,10259,"1958 Chevy Corvette Limited Edition","Classic Cars","Handji Gifts& Co",Singapore,Australia,15.91,31.47,31,975.57,493.21
2004-06-15,10259,"1980 s GM Manhattan Express","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,53.93,95.35,45,4290.75,2426.85
2004-06-15,10259,"1954 Greyhound Scenicruiser","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,25.98,45.99,40,1839.60,1039.20
2004-06-15,10259,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses","Handji Gifts& Co",Singapore,Australia,68.29,105.33,29,3054.57,1980.41
2004-09-01,10288,"1965 Aston Martin DB5","Classic Cars","Handji Gifts& Co",Singapore,Australia,65.96,120.71,20,2414.20,1319.20
2004-09-01,10288,"1917 Grand Touring Sedan","Vintage Cars","Handji Gifts& Co",Singapore,Australia,86.70,168.30,32,5385.60,2774.40
2004-09-01,10288,"1911 Ford Town Car","Vintage Cars","Handji Gifts& Co",Singapore,Australia,33.30,50.25,28,1407.00,932.40
2004-09-01,10288,"1932 Model A Ford J-Coupe","Vintage Cars","Handji Gifts& Co",Singapore,Australia,58.48,102.98,31,3192.38,1812.88
